Name,Category,Dosage Form,Strength,Manufacturer,Indication,Classification
Amoxicillin,Antidiabetic,Capsule,605 mg,Amgen Inc.,Wound,Over-the-Counter
Dextromethorphan,Antipyretic,Injection,453 mg,Takeda Pharmaceutical Company Limited,Infection,Prescription
Amoxicillin,Antipyretic,Tablet,276 mg,"Gilead Sciences, Inc.",Fever,Prescription
Cefaclor,Antibiotic,Tablet,491 mg,Novartis AG,Virus,Over-the-Counter
Dextromethorphan,Analgesic,Ointment,533 mg,Bristol-Myers Squibb Company,Pain,Prescription
Paracetamol,Antiseptic,Inhaler,112 mg,"Merck & Co., Inc.",Depression,Prescription
Amoxicillin,Antibiotic,Tablet,50 mg,Sanofi S.A.,Fever,Over-the-Counter
Amoxicillin,Antidiabetic,Injection,412 mg,AbbVie Inc.,Diabetes,Prescription
Cefixime,Antipyretic,Syrup,374 mg,Pfizer Inc.,Wound,Over-the-Counter
Clarithromycin,Antiviral,Inhaler,656 mg,"Gilead Sciences, Inc.",Depression,Prescription
Clindamycin,Antifungal,Syrup,761 mg,Roche Holding AG,Pain,Prescription
Clarithromycin,Antipyretic,Tablet,990 mg,Johnson & Johnson,Infection,Prescription
Dextromethorphan,Antiviral,Ointment,573 mg,Bristol-Myers Squibb Company,Wound,Prescription
Ibuprofen,Antidepressant,Tablet,880 mg,Amgen Inc.,Wound,Over-the-Counter
Amoxicillin,Antibiotic,Cream,51 mg,Eli Lilly and Company,Wound,Over-the-Counter
Paracetamol,Antidiabetic,Drops,54 mg,Novartis AG,Pain,Over-the-Counter
Acetaminophen,Antifungal,Cream,739 mg,AbbVie Inc.,Depression,Over-the-Counter
Cefmetazole,Antifungal,Drops,916 mg,AbbVie Inc.,Diabetes,Prescription
Paracetamol,Antifungal,Syrup,130 mg,CSL Limited,Wound,Prescription
Acetaminophen,Antidepressant,Tablet,99 mg,"Merck & Co., Inc.",Virus,Prescription
Ibuprofen,Analgesic,Capsule,444 mg,Roche Holding AG,Infection,Over-the-Counter
Paracetamol,Antidepressant,Inhaler,536 mg,Bristol-Myers Squibb Company,Virus,Prescription
Ibuprofen,Antipyretic,Ointment,446 mg,Amgen Inc.,Infection,Prescription
Amoxicillin + Metronidazole,Antibiotic,Capsule,431 mg,Biogen Inc.,Fever,Prescription
Cefoperazone,Analgesic,Drops,880 mg,GlaxoSmithKline plc,Virus,Over-the-Counter
Paracetamol,Antifungal,Cream,213 mg,GlaxoSmithKline plc,Fungus,Over-the-Counter
Paracetamol,Analgesic,Drops,634 mg,Teva Pharmaceutical Industries Ltd.,Fungus,Prescription
Acetaminophen,Antipyretic,Cream,495 mg,Novartis AG,Virus,Prescription
Paracetamol,Antidepressant,Ointment,114 mg,Biogen Inc.,Fever,Prescription
Clarithromycin,Antidiabetic,Ointment,130 mg,Eli Lilly and Company,Fungus,Prescription
Amoxicillin,Antidiabetic,Syrup,259 mg,Sanofi S.A.,Wound,Prescription
Acetaminophen,Analgesic,Tablet,554 mg,Amgen Inc.,Fever,Prescription
Amoxicillin + Metronidazole,Antipyretic,Inhaler,13 mg,Biogen Inc.,Depression,Over-the-Counter
Paracetamol,Analgesic,Drops,976 mg,Amgen Inc.,Virus,Over-the-Counter
Ibuprofen,Analgesic,Capsule,402 mg,Eli Lilly and Company,Pain,Over-the-Counter
Clarithromycin,Antiviral,Inhaler,465 mg,GlaxoSmithKline plc,Depression,Over-the-Counter
Metformin,Antidepressant,Tablet,711 mg,Eli Lilly and Company,Diabetes,Over-the-Counter
Acetaminophen,Analgesic,Capsule,813 mg,Boehringer Ingelheim GmbH,Diabetes,Over-the-Counter
Metronidazole,Antidepressant,Inhaler,652 mg,Sanofi S.A.,Fungus,Prescription
Acetaminophen,Analgesic,Cream,442 mg,CSL Limited,Fever,Over-the-Counter
Metformin,Antiseptic,Capsule,779 mg,Biogen Inc.,Virus,Prescription
Ibuprofen,Antibiotic,Syrup,782 mg,Amgen Inc.,Fever,Prescription
Paracetamol,Antiseptic,Injection,91 mg,Novo Nordisk A/S,Wound,Over-the-Counter
Metronidazole,Antibiotic,Syrup,389 mg,CSL Limited,Diabetes,Prescription
Metformin,Antidiabetic,Drops,983 mg,Bayer AG,Infection,Prescription
Acetaminophen,Antiseptic,Drops,725 mg,Novo Nordisk A/S,Fever,Prescription
Dextromethorphan,Antifungal,Syrup,442 mg,AbbVie Inc.,Fever,Over-the-Counter
Acetaminophen,Antibiotic,Cream,491 mg,Bayer AG,Virus,Prescription
Ibuprofen,Antibiotic,Ointment,118 mg,Biogen Inc.,Fever,Over-the-Counter
Metformin,Antibiotic,Inhaler,100 mg,GlaxoSmithKline plc,Fever,Prescription
Acetaminophen,Antiseptic,Ointment,198 mg,AstraZeneca plc,Fever,Prescription
Paracetamol,Antidiabetic,Cream,447 mg,"Gilead Sciences, Inc.",Virus,Over-the-Counter
Amoxicillin,Antipyretic,Capsule,6 mg,AbbVie Inc.,Pain,Over-the-Counter
Ibuprofen,Antiseptic,Tablet,529 mg,Takeda Pharmaceutical Company Limited,Wound,Prescription
Dextromethorphan,Antidepressant,Tablet,135 mg,CSL Limited,Fungus,Over-the-Counter
Dextromethorphan,Antidepressant,Ointment,96 mg,CSL Limited,Infection,Prescription
Amoxicillin + Metronidazole,Antidiabetic,Drops,380 mg,Roche Holding AG,Wound,Over-the-Counter
Amoxicillin,Antidepressant,Inhaler,916 mg,Novartis AG,Infection,Prescription
Cefalexin,Antidiabetic,Ointment,158 mg,Bayer AG,Fungus,Over-the-Counter
Acetaminophen,Antiseptic,Tablet,352 mg,"Merck & Co., Inc.",Infection,Over-the-Counter
Ibuprofen,Antifungal,Cream,673 mg,Novo Nordisk A/S,Fungus,Prescription
Ibuprofen,Antiviral,Tablet,340 mg,CSL Limited,Wound,Over-the-Counter
Clarithromycin,Antibiotic,Syrup,446 mg,Bristol-Myers Squibb Company,Fungus,Prescription
Clarithromycin,Analgesic,Injection,965 mg,Novartis AG,Virus,Prescription
Dextromethorphan,Antibiotic,Injection,485 mg,Biogen Inc.,Depression,Over-the-Counter
Acetaminophen,Antifungal,Inhaler,756 mg,Roche Holding AG,Wound,Over-the-Counter
Clarithromycin,Antidiabetic,Tablet,11 mg,"Merck & Co., Inc.",Fungus,Over-the-Counter
Dextromethorphan,Antifungal,Drops,205 mg,"Merck & Co., Inc.",Pain,Over-the-Counter
Cefmetazole,Antipyretic,Drops,408 mg,Bayer AG,Fungus,Prescription
Clarithromycin,Antidepressant,Ointment,173 mg,"Gilead Sciences, Inc.",Virus,Over-the-Counter
Paracetamol,Analgesic,Ointment,329 mg,Teva Pharmaceutical Industries Ltd.,Wound,Prescription
Paracetamol,Antiviral,Injection,150 mg,AbbVie Inc.,Virus,Over-the-Counter
Clarithromycin,Antipyretic,Syrup,891 mg,Bayer AG,Infection,Over-the-Counter
Dextromethorphan,Antidiabetic,Drops,983 mg,AbbVie Inc.,Depression,Over-the-Counter
Paracetamol,Antiseptic,Injection,138 mg,Novartis AG,Infection,Over-the-Counter
Dextromethorphan,Antiseptic,Capsule,487 mg,AbbVie Inc.,Pain,Prescription
Cefoperazone,Antiviral,Ointment,628 mg,Boehringer Ingelheim GmbH,Fungus,Over-the-Counter
Methicillin,Antiviral,Ointment,572 mg,"Gilead Sciences, Inc.",Pain,Over-the-Counter
Dextromethorphan,Antidiabetic,Capsule,729 mg,Bayer AG,Infection,Prescription
Clarithromycin,Antibiotic,Drops,675 mg,Roche Holding AG,Fever,Prescription
Acetaminophen,Antiseptic,Ointment,800 mg,AbbVie Inc.,Fungus,Over-the-Counter
Paracetamol,Analgesic,Injection,698 mg,Sanofi S.A.,Diabetes,Prescription
Clarithromycin,Antibiotic,Capsule,878 mg,Eli Lilly and Company,Virus,Prescription
Amoxicillin,Antifungal,Injection,725 mg,AbbVie Inc.,Fungus,Over-the-Counter
Cefmetazole,Antidiabetic,Inhaler,980 mg,Johnson & Johnson,Depression,Over-the-Counter
Clarithromycin,Antidepressant,Capsule,762 mg,Johnson & Johnson,Infection,Over-the-Counter
Acetaminophen,Antidiabetic,Drops,479 mg,AstraZeneca plc,Fever,Over-the-Counter
Metoprolol,Antiseptic,Cream,168 mg,CSL Limited,Diabetes,Over-the-Counter
Metformin,Antidepressant,Ointment,580 mg,AstraZeneca plc,Fever,Prescription
Ibuprofen,Antibiotic,Tablet,45 mg,Novartis AG,Pain,Prescription
Cefazolin,Antidepressant,Ointment,94 mg,Boehringer Ingelheim GmbH,Diabetes,Over-the-Counter
Cefixime,Antidepressant,Inhaler,637 mg,Takeda Pharmaceutical Company Limited,Wound,Over-the-Counter
Paracetamol,Antidepressant,Tablet,654 mg,CSL Limited,Fever,Over-the-Counter
Ibuprofen,Antifungal,Syrup,926 mg,Johnson & Johnson,Wound,Over-the-Counter
Cefoperazone,Antiviral,Tablet,338 mg,Roche Holding AG,Pain,Prescription
Cefmetazole,Analgesic,Drops,546 mg,AstraZeneca plc,Wound,Prescription
Clarithromycin,Antipyretic,Drops,301 mg,"Merck & Co., Inc.",Virus,Over-the-Counter
Metoprolol,Antifungal,Inhaler,664 mg,Novo Nordisk A/S,Virus,Prescription
Metformin,Antibiotic,Inhaler,556 mg,Sanofi S.A.,Diabetes,Prescription
Acetaminophen,Antifungal,Syrup,191 mg,AstraZeneca plc,Infection,Prescription
Cefalexin,Analgesic,Ointment,291 mg,"Gilead Sciences, Inc.",Fever,Prescription
Clarithromycin,Antidepressant,Tablet,417 mg,Biogen Inc.,Virus,Over-the-Counter
Metronidazole,Antifungal,Capsule,622 mg,Sanofi S.A.,Fever,Prescription
Dextromethorphan,Antibiotic,Tablet,52 mg,GlaxoSmithKline plc,Infection,Prescription
Clarithromycin,Antifungal,Capsule,158 mg,CSL Limited,Infection,Over-the-Counter
Dextromethorphan,Antifungal,Cream,446 mg,"Gilead Sciences, Inc.",Fungus,Prescription
Amoxicillin,Antibiotic,Inhaler,392 mg,Novartis AG,Fever,Prescription
Amoxicillin,Antifungal,Cream,345 mg,Bayer AG,Virus,Over-the-Counter
Clarithromycin,Antiseptic,Cream,432 mg,Novartis AG,Fever,Over-the-Counter
Clarithromycin,Analgesic,Inhaler,282 mg,Boehringer Ingelheim GmbH,Infection,Prescription
Ibuprofen,Antiviral,Cream,116 mg,Johnson & Johnson,Diabetes,Prescription
Amoxicillin,Antipyretic,Syrup,848 mg,AbbVie Inc.,Virus,Prescription
Metoprolol,Antidepressant,Injection,371 mg,Boehringer Ingelheim GmbH,Wound,Over-the-Counter
Cephalexin,Antifungal,Inhaler,769 mg,Bayer AG,Wound,Over-the-Counter
Cefadroxil,Analgesic,Injection,265 mg,"Gilead Sciences, Inc.",Wound,Over-the-Counter
Clarithromycin,Antipyretic,Tablet,665 mg,GlaxoSmithKline plc,Fungus,Prescription
Dextromethorphan,Antibiotic,Capsule,942 mg,AbbVie Inc.,Fungus,Over-the-Counter
Amoxicillin,Antiviral,Cream,415 mg,Teva Pharmaceutical Industries Ltd.,Infection,Over-the-Counter
Acyclovir,Antiviral,Cream,648 mg,GlaxoSmithKline plc,Wound,Over-the-Counter
Dextromethorphan,Antidepressant,Tablet,110 mg,Amgen Inc.,Infection,Over-the-Counter
Paracetamol,Analgesic,Inhaler,817 mg,Johnson & Johnson,Fever,Over-the-Counter
Clarithromycin,Analgesic,Syrup,927 mg,Eli Lilly and Company,Virus,Prescription
Cefadroxil,Antifungal,Capsule,75 mg,Takeda Pharmaceutical Company Limited,Pain,Prescription
Amoxicillin + Metronidazole,Antiviral,Inhaler,485 mg,Roche Holding AG,Depression,Prescription
Cephalexin,Antiviral,Syrup,984 mg,Takeda Pharmaceutical Company Limited,Fever,Prescription
Paracetamol,Antidepressant,Injection,359 mg,Biogen Inc.,Fungus,Over-the-Counter
Acetaminophen,Antifungal,Drops,638 mg,Eli Lilly and Company,Depression,Prescription
Acetaminophen,Antidiabetic,Inhaler,909 mg,GlaxoSmithKline plc,Wound,Prescription
Metronidazole,Antidepressant,Drops,314 mg,Boehringer Ingelheim GmbH,Diabetes,Over-the-Counter
Clarithromycin,Antiseptic,Drops,985 mg,Amgen Inc.,Wound,Prescription
Acyclovir,Antiseptic,Syrup,504 mg,Johnson & Johnson,Fever,Prescription
Clarithromycin,Antidepressant,Drops,31 mg,GlaxoSmithKline plc,Fever,Over-the-Counter
Dextromethorphan,Antiseptic,Syrup,154 mg,Boehringer Ingelheim GmbH,Virus,Over-the-Counter
Ibuprofen,Antifungal,Capsule,791 mg,Boehringer Ingelheim GmbH,Fungus,Prescription
Acyclovir,Analgesic,Injection,776 mg,Johnson & Johnson,Fungus,Prescription
Paracetamol,Antipyretic,Inhaler,458 mg,Eli Lilly and Company,Fungus,Prescription
Paracetamol,Analgesic,Cream,818 mg,Bayer AG,Depression,Over-the-Counter
Amoxicillin,Antibiotic,Tablet,107 mg,Takeda Pharmaceutical Company Limited,Fungus,Prescription
Dextromethorphan,Antifungal,Syrup,978 mg,AbbVie Inc.,Diabetes,Over-the-Counter
Paracetamol,Antipyretic,Ointment,397 mg,Amgen Inc.,Infection,Over-the-Counter
Ibuprofen,Antiviral,Drops,562 mg,Eli Lilly and Company,Infection,Prescription
Clindamycin,Antiseptic,Syrup,657 mg,Bristol-Myers Squibb Company,Fungus,Prescription
Metronidazole,Antidepressant,Capsule,246 mg,Bayer AG,Depression,Over-the-Counter
Acetaminophen,Antibiotic,Drops,618 mg,AbbVie Inc.,Fungus,Over-the-Counter
Ibuprofen,Antidiabetic,Injection,115 mg,Pfizer Inc.,Pain,Over-the-Counter
Paracetamol,Analgesic,Tablet,579 mg,GlaxoSmithKline plc,Wound,Prescription
Acetaminophen,Antipyretic,Ointment,63 mg,"Merck & Co., Inc.",Fungus,Prescription
Cephalexin,Antidepressant,Cream,444 mg,Bayer AG,Fungus,Prescription
Ibuprofen,Antibiotic,Injection,990 mg,CSL Limited,Depression,Over-the-Counter
Amoxicillin,Antidepressant,Inhaler,873 mg,Johnson & Johnson,Diabetes,Prescription
Ibuprofen,Antifungal,Drops,798 mg,Roche Holding AG,Depression,Prescription
Acyclovir,Antibiotic,Ointment,292 mg,Roche Holding AG,Infection,Over-the-Counter
Metformin,Analgesic,Syrup,533 mg,Pfizer Inc.,Virus,Over-the-Counter
Acetaminophen,Analgesic,Injection,562 mg,Novartis AG,Wound,Prescription
Dextromethorphan,Antiviral,Syrup,68 mg,"Merck & Co., Inc.",Infection,Over-the-Counter
Paracetamol,Antiseptic,Syrup,65 mg,Boehringer Ingelheim GmbH,Pain,Over-the-Counter
Ketoprofen,Antidepressant,Tablet,850 mg,"Gilead Sciences, Inc.",Depression,Prescription
Dextromethorphan,Analgesic,Tablet,280 mg,Novartis AG,Diabetes,Prescription
Paracetamol,Antifungal,Drops,97 mg,Boehringer Ingelheim GmbH,Pain,Prescription
Paracetamol,Antiseptic,Syrup,757 mg,AstraZeneca plc,Infection,Over-the-Counter
Dextromethorphan,Antipyretic,Cream,191 mg,Teva Pharmaceutical Industries Ltd.,Wound,Prescription
Clindamycin,Antifungal,Tablet,867 mg,Bayer AG,Fever,Prescription
Cefaclor,Analgesic,Injection,717 mg,Novartis AG,Wound,Over-the-Counter
Metronidazole,Antidepressant,Ointment,69 mg,Sanofi S.A.,Depression,Prescription
Ibuprofen,Antidiabetic,Capsule,552 mg,Amgen Inc.,Virus,Prescription
Ibuprofen,Antiseptic,Cream,383 mg,Takeda Pharmaceutical Company Limited,Pain,Prescription
Acetaminophen,Analgesic,Cream,811 mg,AstraZeneca plc,Fever,Over-the-Counter
Amoxicillin,Antipyretic,Capsule,267 mg,Novartis AG,Virus,Prescription
Amoxicillin,Analgesic,Ointment,426 mg,Eli Lilly and Company,Depression,Prescription
Metformin,Analgesic,Syrup,312 mg,"Merck & Co., Inc.",Wound,Prescription
Acetaminophen,Antifungal,Tablet,244 mg,CSL Limited,Pain,Prescription
Clarithromycin,Antidiabetic,Cream,345 mg,Novo Nordisk A/S,Diabetes,Over-the-Counter
Ibuprofen,Antiviral,Drops,451 mg,Amgen Inc.,Diabetes,Over-the-Counter
Paracetamol,Analgesic,Capsule,703 mg,Amgen Inc.,Fungus,Prescription
Amoxicillin,Analgesic,Cream,29 mg,Eli Lilly and Company,Virus,Prescription
Acetaminophen,Antidiabetic,Ointment,208 mg,GlaxoSmithKline plc,Depression,Prescription
Cefalexin,Antifungal,Cream,417 mg,Amgen Inc.,Diabetes,Over-the-Counter
Cephalexin,Antibiotic,Syrup,355 mg,Roche Holding AG,Diabetes,Prescription
Metformin,Antidepressant,Capsule,379 mg,Novo Nordisk A/S,Infection,Prescription
Ibuprofen,Antiviral,Capsule,527 mg,GlaxoSmithKline plc,Wound,Over-the-Counter
Paracetamol,Antifungal,Injection,589 mg,Roche Holding AG,Wound,Over-the-Counter
Ibuprofen,Antidiabetic,Inhaler,429 mg,Amgen Inc.,Fungus,Over-the-Counter
Cefmetazole,Antibiotic,Tablet,921 mg,Teva Pharmaceutical Industries Ltd.,Fever,Over-the-Counter
Metronidazole,Analgesic,Capsule,1 mg,Bristol-Myers Squibb Company,Fungus,Prescription
Paracetamol,Antiseptic,Cream,876 mg,CSL Limited,Pain,Over-the-Counter
Ibuprofen,Antibiotic,Ointment,174 mg,Roche Holding AG,Fungus,Over-the-Counter
Acetaminophen,Antifungal,Capsule,921 mg,Bayer AG,Wound,Prescription
Acyclovir,Antidiabetic,Syrup,862 mg,Eli Lilly and Company,Diabetes,Over-the-Counter
Acetaminophen,Antidepressant,Cream,288 mg,Novartis AG,Pain,Prescription
Paracetamol,Antibiotic,Ointment,484 mg,Sanofi S.A.,Pain,Over-the-Counter
Ketoprofen,Antiseptic,Drops,942 mg,Novo Nordisk A/S,Depression,Over-the-Counter
Ibuprofen,Antiviral,Inhaler,463 mg,CSL Limited,Fever,Over-the-Counter
Acetaminophen,Antidepressant,Syrup,10 mg,Bayer AG,Diabetes,Over-the-Counter
Dextromethorphan,Antibiotic,Drops,830 mg,"Gilead Sciences, Inc.",Virus,Over-the-Counter
Ibuprofen,Antifungal,Syrup,332 mg,AstraZeneca plc,Pain,Over-the-Counter
Cephalexin,Antiseptic,Tablet,97 mg,Teva Pharmaceutical Industries Ltd.,Diabetes,Over-the-Counter
Dextromethorphan,Antipyretic,Inhaler,116 mg,Eli Lilly and Company,Fever,Prescription
Ibuprofen,Antiseptic,Tablet,730 mg,Sanofi S.A.,Pain,Prescription
Paracetamol,Antipyretic,Drops,417 mg,"Gilead Sciences, Inc.",Virus,Prescription
Clarithromycin,Antibiotic,Syrup,820 mg,GlaxoSmithKline plc,Infection,Prescription
Cefoperazone,Analgesic,Syrup,686 mg,Teva Pharmaceutical Industries Ltd.,Infection,Over-the-Counter
Cefadroxil,Antiseptic,Capsule,637 mg,Roche Holding AG,Diabetes,Prescription
Cefixime,Analgesic,Inhaler,534 mg,Teva Pharmaceutical Industries Ltd.,Fever,Over-the-Counter
Paracetamol,Antiseptic,Syrup,477 mg,AstraZeneca plc,Pain,Prescription
Cefoperazone,Antidepressant,Capsule,667 mg,AstraZeneca plc,Fungus,Prescription
Clindamycin,Antibiotic,Syrup,814 mg,Novo Nordisk A/S,Pain,Prescription
Ibuprofen,Antiviral,Inhaler,551 mg,Johnson & Johnson,Wound,Over-the-Counter
Clindamycin,Antidiabetic,Capsule,79 mg,Takeda Pharmaceutical Company Limited,Depression,Over-the-Counter
Dextromethorphan,Antidiabetic,Inhaler,507 mg,GlaxoSmithKline plc,Virus,Prescription
Dextromethorphan,Antidiabetic,Cream,349 mg,Pfizer Inc.,Virus,Over-the-Counter
Amoxicillin + Metronidazole,Analgesic,Ointment,678 mg,AstraZeneca plc,Wound,Prescription
Paracetamol,Antibiotic,Injection,340 mg,GlaxoSmithKline plc,Virus,Prescription
Ibuprofen,Antipyretic,Tablet,9 mg,Takeda Pharmaceutical Company Limited,Pain,Over-the-Counter
Ibuprofen,Antipyretic,Injection,53 mg,Sanofi S.A.,Diabetes,Over-the-Counter
Cefmetazole,Antidepressant,Cream,432 mg,"Merck & Co., Inc.",Fungus,Prescription
Ibuprofen,Antidepressant,Injection,254 mg,Roche Holding AG,Wound,Over-the-Counter
Amoxicillin,Antibiotic,Capsule,539 mg,Biogen Inc.,Fever,Over-the-Counter
Ibuprofen,Analgesic,Capsule,821 mg,Teva Pharmaceutical Industries Ltd.,Diabetes,Prescription
Dextromethorphan,Antidepressant,Ointment,844 mg,"Merck & Co., Inc.",Fever,Over-the-Counter
Acetaminophen,Antidiabetic,Ointment,930 mg,GlaxoSmithKline plc,Wound,Prescription
Clarithromycin,Antiviral,Injection,118 mg,Amgen Inc.,Fever,Over-the-Counter
Acetaminophen,Antiseptic,Tablet,302 mg,Eli Lilly and Company,Diabetes,Over-the-Counter
Clarithromycin,Antidepressant,Drops,493 mg,Pfizer Inc.,Fever,Prescription
Acetaminophen,Antifungal,Inhaler,717 mg,Pfizer Inc.,Depression,Prescription
Dextromethorphan,Antiviral,Syrup,11 mg,Biogen Inc.,Pain,Over-the-Counter
Amoxicillin,Antipyretic,Inhaler,284 mg,AstraZeneca plc,Wound,Over-the-Counter
Paracetamol,Antipyretic,Ointment,154 mg,GlaxoSmithKline plc,Fungus,Over-the-Counter
Paracetamol,Antidepressant,Injection,918 mg,Roche Holding AG,Fungus,Prescription
Dextromethorphan,Analgesic,Tablet,888 mg,Sanofi S.A.,Depression,Over-the-Counter
Amoxicillin + Metronidazole,Antidepressant,Tablet,504 mg,Bayer AG,Fungus,Over-the-Counter
Clarithromycin,Analgesic,Drops,808 mg,Eli Lilly and Company,Fever,Over-the-Counter
Ibuprofen,Antipyretic,Cream,92 mg,GlaxoSmithKline plc,Wound,Prescription
Paracetamol,Antiseptic,Capsule,542 mg,AstraZeneca plc,Pain,Prescription
Ibuprofen,Antiseptic,Drops,329 mg,Novo Nordisk A/S,Fungus,Prescription
Dextromethorphan,Antidepressant,Drops,906 mg,Bayer AG,Virus,Over-the-Counter
Dextromethorphan,Antidiabetic,Ointment,500 mg,Amgen Inc.,Diabetes,Over-the-Counter
Cefaclor,Antipyretic,Ointment,109 mg,Biogen Inc.,Wound,Over-the-Counter
Dextromethorphan,Antiviral,Drops,894 mg,Johnson & Johnson,Diabetes,Prescription
Clarithromycin,Antidepressant,Capsule,875 mg,Novo Nordisk A/S,Wound,Over-the-Counter
Cefalexin,Antifungal,Cream,316 mg,Teva Pharmaceutical Industries Ltd.,Fungus,Prescription
Paracetamol,Analgesic,Syrup,608 mg,Teva Pharmaceutical Industries Ltd.,Diabetes,Prescription
Metronidazole,Antibiotic,Capsule,782 mg,"Gilead Sciences, Inc.",Fever,Prescription
Dextromethorphan,Analgesic,Ointment,865 mg,Sanofi S.A.,Virus,Prescription
Ibuprofen,Antidiabetic,Tablet,440 mg,Novo Nordisk A/S,Fever,Prescription
Ibuprofen,Antiseptic,Tablet,866 mg,Takeda Pharmaceutical Company Limited,Fever,Prescription
Cefaclor,Antiviral,Syrup,554 mg,Novo Nordisk A/S,Wound,Prescription
Ibuprofen,Antipyretic,Drops,76 mg,Biogen Inc.,Infection,Prescription
Dextromethorphan,Analgesic,Inhaler,523 mg,Amgen Inc.,Infection,Over-the-Counter
Ibuprofen,Antipyretic,Drops,973 mg,GlaxoSmithKline plc,Virus,Prescription
Amoxicillin,Antiviral,Tablet,105 mg,Johnson & Johnson,Wound,Over-the-Counter
Acetaminophen,Antibiotic,Injection,451 mg,Bayer AG,Fever,Over-the-Counter
Amoxicillin,Analgesic,Drops,912 mg,Teva Pharmaceutical Industries Ltd.,Fungus,Over-the-Counter
Clarithromycin,Antipyretic,Drops,71 mg,Biogen Inc.,Infection,Prescription
Clarithromycin,Antidepressant,Ointment,907 mg,Amgen Inc.,Virus,Over-the-Counter
Paracetamol,Antiviral,Cream,285 mg,Roche Holding AG,Diabetes,Prescription
Ibuprofen,Antiviral,Syrup,960 mg,Boehringer Ingelheim GmbH,Diabetes,Prescription
Acetaminophen,Antidepressant,Inhaler,222 mg,Bristol-Myers Squibb Company,Diabetes,Prescription
Clarithromycin,Antibiotic,Drops,384 mg,CSL Limited,Fungus,Over-the-Counter
Acetaminophen,Antiviral,Syrup,529 mg,Johnson & Johnson,Pain,Prescription
Acetaminophen,Analgesic,Injection,570 mg,"Gilead Sciences, Inc.",Fever,Over-the-Counter
Acetaminophen,Antibiotic,Ointment,117 mg,"Gilead Sciences, Inc.",Diabetes,Over-the-Counter
Dextromethorphan,Analgesic,Drops,196 mg,CSL Limited,Depression,Prescription
Clarithromycin,Antibiotic,Capsule,599 mg,Teva Pharmaceutical Industries Ltd.,Wound,Over-the-Counter
Clarithromycin,Antibiotic,Drops,457 mg,Eli Lilly and Company,Virus,Over-the-Counter
Ibuprofen,Antidiabetic,Inhaler,451 mg,Eli Lilly and Company,Depression,Prescription
Clarithromycin,Antiviral,Cream,213 mg,Novartis AG,Depression,Prescription
Dextromethorphan,Antifungal,Syrup,503 mg,Johnson & Johnson,Fungus,Over-the-Counter
Paracetamol,Antidepressant,Ointment,672 mg,"Merck & Co., Inc.",Depression,Prescription
Paracetamol,Antiviral,Cream,391 mg,CSL Limited,Pain,Over-the-Counter
Amoxicillin,Antiseptic,Ointment,916 mg,Sanofi S.A.,Infection,Prescription
Clarithromycin,Antifungal,Ointment,218 mg,"Merck & Co., Inc.",Fever,Over-the-Counter
